201,Jersey City,New Jersey
201,Hackensack,New Jersey
202,Washington,District of Columbia
203,Bridgeport,Connecticut
203,Stamford,Connecticut
203,Waterbury,Connecticut
203,New Haven,Connecticut
203,Danbury,Connecticut
203,Norwalk,Connecticut
204,Winnipeg,Manitoba
205,Birmingham,Alabama
205,Tuscaloosa,Alabama
206,Seattle,Washington
206,Bainbridge Island,Washington
207,Portland,Maine
207,Lewiston,Maine
207,Rumford,Maine
207,Augusta,Maine
207,Millinocket,Maine
207,Calais,Maine
207,Presque Isle,Maine
207,Bangor,Maine
208,Boise,Idaho
208,Coeur D'alene,Idaho
208,Lewiston,Idaho
208,Twin Falls,Idaho
208,Idaho Falls,Idaho
208,Pocatello,Idaho
209,Merced,California
209,Modesto,California
209,Stockton,California
209,Yosemite,California
210,San Antonio,Texas
210,Alamo,Texas
212,New York City,New York
212,Manhattan,New York
213,Los Angeles,California
214,Dallas,Texas
214,Plano,Texas
215,Philadelphia,Pennsylvania
216,Cleveland,Ohio
216,Euclid,Ohio
216,Lakewood,Ohio
217,Champaign,Illinois
217,Springfield,Illinois
217,Decatur,Illinois
218,Duluth,Minnesota
218,International Falls,Minnesota
218,Thief River Falls,Minnesota
218,Virginia,Minnesota
218,Grand Rapids,Minnesota
218,Brainerd,Minnesota
219,Gary,Indiana
219,South Bend,Indiana
219,Fort Wayne,Indiana
219,Hammond,Indiana
219,Warsaw,Indiana
225,New Roads,Louisiana
225,Baton Rouge,Louisiana
228,Gulfport,Mississippi
228,Biloxi,Mississippi
228,Pascagoula,Mississippi
229,Americus,Georgia
229,Albany,Georgia
229,Bainbridge,Georgia
229,Valdosta,Georgia
231,Petoskey,Michigan
231,Traverse City,Michigan
231,Ludington,Michigan
231,Muskegon,Michigan
234,Akron,Ohio
234,Canton,Ohio
234,Youngstown,Ohio
234,Kent,Ohio
240,Hagerstown,Maryland
240,Frederick,Maryland
240,Cumberland,Maryland
240,Bethesda,Maryland
240,Rockville,Maryland
240,Silver Spring,Maryland
242,,Bahamas
246,,Barbados
248,Troy,Michigan
248,Pontiac,Michigan
248,Southfield,Michigan
248,Birmingham,Michigan
250,Prince George,British Columbia
250,Victoria,British Columbia
250,Campbell River,British Columbia
250,Kamloops,British Columbia
250,Kelowna,British Columbia
250,Kitimat,British Columbia
250,Nenaimo,British Columbia
251,Jackson,Alabama
251,Mobile,Alabama
252,Greenville,North Carolina
252,Cape Hatteras,North Carolina
252,Rocky Mount,North Carolina
252,Kitty Hawk,North Carolina
253,Tacoma,Washington
253,Auburn,Washington
254,Waco,Texas
254,Killeen,Texas
256,Florence,Alabama
256,Huntsville,Alabama
256,Gadsden,Alabama
256,Anniston,Alabama
262,West Bend,Wisconsin
262,Racine,Wisconsin
262,Kenosha,Wisconsin
262,Waukesha,Wisconsin
264,,Anguilla
267,Philadelphia,Pennsylvania
268,,Antigua and Barbuda
270,Owensboro,Kentucky
270,Peducah,Kentucky
270,Hopkinsville,Kentucky
270,Bowling Green,Kentucky
276,Abingdon,Virginia
276,Bristol,Virginia
276,Wytheville,Virginia
281,Houston,Texas
281,Sugar Land,TX
284,Tortola,British Virgin Islands
289,Hamilton,Ontario
289,Niagara Falls,Ontario
289,Unionville,Ontario
289,Woodbridge,Ontario
289,Hamilton,Ontario
289,Mississauga,Ontario
301,Hagerstown,Maryland
301,Frederick,Maryland
301,Cumberland,Maryland
301,Bethesda,Maryland
301,Rockville,Maryland
301,Silver Spring,Maryland
302,Dover,Deleware
302,Wilmington,Deleware
302,Middletown,Deleware
302,Milford,Deleware
302,Nassau,Deleware
302,Georgetown,Deleware
302,Seaford,Deleware
303,Boulder,Colorado
303,Denver,Colorado
303,Arvada,Colorado
303,Aurora,Colorado
303,Englewood,Colorado
303,Littleton,Colorado
303,Longmont,Colorado
304,Wheeling,West Virginia
304,Morgantown,West Virginia
304,Martinsburg,West Virginia
304,Parkersburg,West Virginia
304,Richwood,West Virginia
304,Huntington,West Virginia
304,Charleston,West Virginia
304,Beckley,West Virginia
304,Bluefield,West Virginia
305,Hialeah,Florida
305,Homestead,Florida
305,Marathon,Florida
305,Key West,Florida
305,Miami,Florida
305,Miami Beach,Florida
305,Coral Gables,Florida
306,Saskatoon,Saskatchewan
306,Regina,Saskatchewan
307,Cody,Wyoming
307,Sheridan,Wyoming
307,Gillette,Wyoming
307,Jackson,Wyoming
307,Riverton,Wyoming
307,Casper,Wyoming
307,Green River,Wyoming
307,Evanston,Wyoming
307,Laramie,Wyoming
307,Cheyenne,Wyoming
308,Grand Island,Nebraska
308,North Platte,Nebraska
308,Scottsbluff,Nebraska
308,Mc Cook,Nebraska
309,Bloomington,Illinois
309,Peoria,Illinois
309,Moline,Illinois
310,Beverly Hills,California
310,Gardena,California
310,Malibu,California
310,Torrance,California
310,Los Angeles,California
310,Santa Monica,California
312,Chicago,Illinois
313,Detroit,Michigan
314,Saint Louis,Missouri
314,Union,Missouri
314,Saint Peters,Missouri
315,Syracuse,New York
315,Utica,New York
315,Watertown,New York
316,Wichita,Kansas
317,Indianapolis,Indiana
318,Alexandria,Louisiana
318,Monroe,Louisiana
318,Shreveport,Louisiana
319,Decorah,Iowa
319,Waterloo,Iowa
319,Dubuque,Iowa
319,Cedar Rapids,Iowa
319,Clinton,Iowa
319,Iowa City,Iowa
319,Davenport,Iowa
319,Burlington,Iowa
320,Alexandria,Minnesota
320,Hutchinson,Minnesota
320,Saint Cloud,Minnesota
320,Morris,Minnesota
320,Little Falls,Minnesota
320,Willmar,Minnesota
321,Kissimmee,Florida
321,Melbourne,Florida
321,Orlando,Florida
321,Cape Canaveral,Florida
321,Cape Kennedy,Florida
323,Beverly Hills,California
323,Los Angeles,California
330,Akron,Ohio
330,Canton,Ohio
330,Youngstown,Ohio
330,Kent,Ohio
334,Auburn,Alabama
334,Dothan,Alabama
334,Mobile,Alabama
334,Montgomery,Alabama
334,Selma,Alabama
334,Jackson,Alabama
336,Burlington,North Carolina
336,Winston-Salem,North Carolina
336,Asheboro,North Carolina
336,Greensboro,North Carolina
336,High Point,North Carolina
337,Lake Charles,Louisiana
337,Lafayette,Louisiana
339,Saugus,Massachusetts
339,Lynn,Massachusetts
339,Weymouth,Massachusetts
339,Norwood,Massachusetts
340,Saint Croix,United States Virgin Islands
340,Charlotte Amalie,United States Virgin Islands
345,,Cayman Islands
347,New York City,New York
347,Brooklyn,New York
347,Queens,New York
347,Bronx,New York
347,Staten Island,New York
351,Fitchburg,Massachusetts
351,Methuen,Massachusetts
351,Peabody,Massachusetts
351,Lowell,Massachusetts
352,Gainesville,Florida
352,Ocala,Florida
360,Bellingham,Washington
360,Olympia,Washington
360,Vancouver,Washington
360,Aberdeen,Washington
360,Port Angeles,Washington
360,Bremerton,Washington
361,Victoria,Texas
361,Corpus Christi,Texas
386,Daytona Beach,Florida
401,Providence,Rhode Island
401,Woonsocket,Rhode Island
401,Foster,Rhode Island
401,Cranston,Rhode Island
401,Warwick,Rhode Island
401,Newport,Rhode Island
401,Westerly,Rhode Island
402,Valentine,Nebraska
402,Norfolk,Nebraska
402,Omaha,Nebraska
402,Lincoln,Nebraska
402,Hastings,Nebraska
403,Calgary,Alberta
404,Atlanta,Georgia
404,College Park,Georgia
404,Decatur,Georgia
405,Oklahoma City,Oklahoma
405,Edmond,Oklahoma
405,Norman,Oklahoma
405,Stillwater,Oklahoma
406,Billings,Montana
406,Kalispell,Montana
406,Missoula,Montana
406,Havre,Montana
406,Great Falls,Montana
406,Helena,Montana
406,Butte,Montana
406,Bozeman,Montana
406,Wolf Point,Montana
406,Miles City,Montana
406,Billings,Montana
407,Kissimmee,Florida
407,Orlando,Florida
408,San Jose,California
408,Los Gatos,California
409,Beaumont,Texas
409,Galveston,Texas
410,Baltimore,Maryland
410,Aberdeen,Maryland
410,Annapolis,Maryland
410,Cambridge,Maryland
410,Salisbury,Maryland
410,Towson,Maryland
412,Pittsburgh,Pennsylvania
413,Springfield,Massachusetts
413,Pittsfield,Massachusetts
413,Greenfield,Massachusetts
414,Milwaukee,Wisconsin
415,San Francisco,California
415,San Rafael,California
415,Novato,California
416,Toronto,Ontario
417,Joplin,Missouri
417,Springfield,Missouri
417,West Plains,Missouri
418,Quebec,Quebec
419,Toledo,Ohio
419,Sandusky,Ohio
419,Bowling Green,Ohio
419,Bryan,Ohio
419,Lima,Ohio
419,Mansfield,Ohio
423,Chattanooga,Tennessee
423,Sweetwater,Tennessee
423,Bristol,Tennessee
423,Johnson City,Tennessee
423,Kingsport,Tennessee
423,Madison,Tennessee
425,Bellevue,Washington
425,Everett,Washington
425,Redmond,Washington
434,Lynchburg,Virginia
434,Danville,Virginia
434,Charlottesville,Virginia
435,Logan,Utah
435,Moab,Utah
435,Richfield,Utah
435,Blanding,Utah
435,Saint George,Utah
440,Parma,Ohio
440,Elyria,Ohio
440,Lorain,Ohio
440,Ashtabula,Ohio
440,Mentor,Ohio
441,,Bermuda
443,Baltimore,Maryland
443,Aberdeen,Maryland
443,Annapolis,Maryland
443,Cambridge,Maryland
443,Salisbury,Maryland
443,Towson,Maryland
450,Laval,Quebec
450,Longueuil,Quebec
469,Dallas,Texas
469,Plano,Texas
473,,Grenada
478,Macon,Georgia
478,Warner Robins,Georgia
478,Swainsboro,Georgia
480,Mesa,Arizona
480,Chandler,Arizona
480,Tempe,Arizona
480,Scottsdale,Arizona
484,Allentown,Pennsylvania
484,King of Prussia,Pennsylvania
484,Reading,Pennsylvania
484,Bethlehem,Pennsylvania
484,Norristown,Pennsylvania
484,West Chester,Pennsylvania
501,Fayetteville,Arkansas
501,Fort Smith,Arkansas
501,Hope,Arkansas
501,Hot Springs,Arkansas
501,Little Rock,Arkansas
502,Louisville,Kentucky
502,Frankfurt,Kentucky
502,Shelbyville,Kentucky
503,Astoria,Oregon
503,Tillamook,Oregon
503,Portland,Oregon
503,Salem,Oregon
503,Hillsboro,Oregon
504,New Orleans,Louisiana
505,Albuquerque,New Mexico
505,Las Cruces,New Mexico
505,Los Alamos,New Mexico
505,Santa Fe,New Mexico
505,Farmington,New Mexico
505,Taos,New Mexico
505,Gallup,New Mexico
505,Roswell,New Mexico
505,Carlsbad,New Mexico
505,Silver City,New Mexico
506,Fredericton,New Brunswick
506,Moncton,New Brunswick
507,Rochester,Minnesota
507,Mankato,Minnesota
507,Marshall,Minnesota
507,Worthington,Minnesota
507,Le Sueur,Minnesota
507,Austin,Minnesota
508,Worcester,Massachusetts
508,Attleboro,Massachusetts
508,Framingham,Massachusetts
508,Hyannis,Massachusetts
508,New Bedford,Massachusetts
508,Plymouth,Massachusetts
509,Yakima,Washington
509,Spokane,Washington
509,Walla Walla,Washington
509,Pullman,Washington
510,Berkeley,California
510,Oakland,California
510,Fremont,California
510,Hayward,California
512,Austin,Texas
513,Cincinnati,Ohio
513,Middletown,Ohio
513,Hamilton,Ohio
514,Montreal,Quebec
515,Des Moines,Iowa
515,Fort Dodge,Iowa
515,Ames,Iowa
516,Plainview,New York
516,Elmont,New York
517,Lansing,Michigan
517,Jackson,Michigan
518,Albany,New York
518,Plattsburgh,New York
518,Saranac Lake,New York
518,Schenectady,New York
519,London,Ontario
519,Windsor,Ontario
520,Nogales,Arizona
520,Sierra Vista,Arizona
520,Tucson,Arizona
530,Alturas,California
530,Redding,California
530,Chico,California
530,Lake Tahoe,California
530,Yreka,California
540,Winchester,Virginia
540,Harrisburg,Virginia
540,Roanoke,Virginia
540,Fredericksburg,Virginia
540,Blacksburg,Virginia
540,Covington,Virginia
540,Salem,Virginia
541,Corvallis,Oregon
541,Klamath Falls,Oregon
541,Pendleton,Oregon
541,Roseburg,Oregon
541,La Grande,Oregon
541,Ontario,Oregon
541,Burns,Oregon
541,Bend,Oregon
541,Eugene,Oregon
541,Medford,Oregon
541,Lakeview,Oregon
559,Fresno,California
561,Boca Raton,Florida
561,Stuart,Florida
561,West Palm Beach,Florida
562,Long Beach,California
562,Whittier,California
563,Decorah,Iowa
563,Dubuque,Iowa
563,Clinton,Iowa
563,Davenport,Iowa
570,Scranton,Pennsylvania
570,Wilkes-Barre,Pennsylvania
570,Welliamsport,Pennsylvania
571,Alexandria,Virginia
571,Arlington,Virginia
571,Fairfax,Virginia
571,Falls Church,Virginia
571,Leesburg,Virginia
571,McLean,Virginia
573,Cape Giradeau,Missouri
573,Fulton,Missouri
573,Columbia,Missouri
573,Hannibal,Missouri
573,Jefferson City,Missouri
573,Farmington,Missouri
573,Charleston,Missouri
573,Poplar Bluff,Missouri
573,Mexico,Missouri
580,Guymon,Oklahoma
580,Woodward,Oklahoma
580,Enid,Oklahoma
580,Elk City,Oklahoma
580,Lawton,Oklahoma
580,Ardmore,Oklahoma
580,Hugo,Oklahoma
585,Rochester,New York
585,Wellsville,New York
586,Warren,Michigan
601,Natchez,Mississippi
601,Jackson,Mississippi
601,Mc Comb,Mississippi
601,Meridian,Mississippi
601,Hattlesburg,Mississippi
602,Phoenix,Arizona
603,Berlin,New Hampshire
603,Lebanon,New Hampshire
603,Laconia,New Hampshire
603,Concord,New Hampshire
603,Portsmouth,New Hampshire
603,Manchester,New Hampshire
603,Keene,New Hampshire
604,Vancouver,British Columbia
604,Chilliwack,British Columbia
604,Hope,British Columbia
604,Powell River,British Columbia
604,Squamish,British Columbia
605,Reva,South Dakota
605,Rapid City,South Dakota
605,Hot Springs,South Dakota
605,Hobridge,South Dakota
605,Pierre,South Dakota
605,Winner,South Dakota
605,Aberdeen,South Dakota
605,Watertown,South Dakota
605,Sioux Falls,South Dakota
605,Vermillion,South Dakota
606,Morehead,Kentucky
606,London,Kentucky
606,Ashland,Kentucky
606,Pikeville,Kentucky
607,Birmingham,New York
607,Elmira,New York
608,Beloit,Wisconsin
608,Madison,Wisconsin
608,Jamesville,Wisconsin
608,Platteville,Wisconsin
608,La Crosse,Wisconsin
609,Trenton,New Jersey
609,Brown Mills,New Jersey
609,Atlantic City,New Jersey
609,Princeton,New Jersey
610,Allentown,Pennsylvania
610,King of Prussia,Pennsylvania
610,Reading,Pennsylvania
610,Bethlehem,Pennsylvania
610,Norristown,Pennsylvania
610,West Chester,Pennsylvania
612,Bloomington,Minnesota
612,Brooklyn Park,Minnesota
612,Edina,Minnesota
612,Minneapolis,Minnesota
613,Ottawa,Ontario
614,Columbus,Ohio
615,Nashville,Tennessee
615,Murfreesboro,Tennessee
616,Grand Rapids,Michigan
616,Battle Creek,Michigan
616,Kalamazoo,Michigan
617,Boston,Massachusetts
617,Cambridge,Massachusetts
617,Winchester,Massachusetts
617,Arlington,Massachusetts
618,Collinsville,Illinois
618,Granite City,Illinois
618,Mount Vernon,Illinois
618,East Saint Louis,Illinois
618,Carbondale,Illinois
619,San Diego,California
620,Dodge City,Kansas
620,Great Bend,Kansas
620,Parsons,Kansas
620,Hutchinson,Kansas
620,Emporia,Kansas
623,Buckeye,Arizona
623,Glendale,Arizona
626,Pasadena,California
630,Aurora,Illinois
630,Hinsdale,Illinois
630,Naperville,Illinois
631,Manorville,New York
636,Chesterfield,Missiouri
636,Union,Missiouri
636,Saint Charles,Missouri
641,Mason City,Iowa
641,Oskaloosa,Iowa
641,Ottumwa,Iowa
641,Marshalltown,Iowa
641,Crestton,Iowa
646,New York City,New York
646,Manhattan,New York
647,Toronto,Ontario
649,Caicos Islands,Turks and Caicos Islands
649,Grand Turk,Turks and Caicos Islands
650,San Mateo,California
650,Palo Alto,California
650,Mountain View,California
650,Redwood City,California
651,Saint Paul,Minnesota
651,Red Wing,Minnesota
651,Lindstrom,Minnesota
660,Maryville,Missouri
660,Trenton,Missouri
660,Macon,Missouri
660,Marshall,Missouri
660,Sedalia,Missouri
661,Bakersfield,California
662,Holly Springs,Mississippi
662,Clarksdale,Mississippi
662,Tupelo,Mississippi
662,Columbus,Mississippi
662,Winona,Mississippi
662,Greenville,Mississippi
664,,Montserrat
670,,Mariana Islands
671,,Guam
678,Decatur,Georgia
678,Atlanta,Georgia
678,Cedartown,Georgia
678,Gainsville,Georgia
678,Roswell,Georgia
678,Marietta,Georgia
678,Griffin,Georgia
678,Norcross,Georgia
678,College Park,Georgia
678,Lawrenceville,Georgia
678,Smyrna,Georgia
682,Fort Worth,Texas
682,Arlington,Texas
701,Williston,North Dakota
701,Dickinson,North Dakota
701,Minot,North Dakota
701,Bismarck,North Dakota
701,Deville Lake,North Dakota
701,Jamestown,North Dakota
701,Grand Forks,North Dakota
701,Fargo,North Dakota
702,Las Vegas,Nevada
703,Alexandria,Virginia
703,Arlington,Virginia
703,Fairfax,Virginia
703,Falls Church,Virginia
703,Leesburg,Virginia
703,McLean,Virginia
704,Charlotte,North Carolina
704,Kingstown,North Carolina
705,Sudbury,Ontario
705,North Bay,Ontario
705,Sault Sainte Marie,Ontario
706,Tocton,Georgia
706,Athens,Georgia
706,Augusta,Georgia
706,Dalton,Georgia
706,Columbus,Georgia
706,La Grange,Georgia
707,Crescent City,California
707,Eureka,California
707,Napa,California
707,Petaluma,California
707,Santa Rosa,California
707,Ukiah,California
707,Vallejo,California
708,Oak Lawn,Illinois
708,Broadview,Illinois
708,Cicero,Illinois
708,Chicago Heights,Illinois
708,Calumet Park,Illinois
709,Saint John's,Newfoundland
709,Goose Bay,Newfoundland
712,Council Bluffs,Iowa
712,Sioux City,Iowa
712,Estherville,Iowa
713,Houston,Texas
713,Sugar Land,TX
714,Anaheim,California
714,Orange,California
714,Santa Ana,California
714,Huntington Beach,California
715,Eau Claire,Wisconsin
715,Wausau,Wisconsin
715,Rice Lake,Wisconsin
715,Rhinelander,Wisconsin
715,Ashland,Wisconsin
716,Buffalo,New York
716,Jamestown,New York
716,Niagara Falls,New York
717,Gettysburg,Pennsylvania
717,Harrisburg,Pennsylvania
717,Lancaster,Pennsylvania
717,York,Pennsylvania
717,Hershey,Pennsylvania
718,New York City,New York
718,Brooklyn,New York
718,Queens,New York
718,Bronx,New York
718,Staten Island,New York
719,Colorado Springs,Colorado
719,Pueblo,Colorado
719,Trinidad,Colorado
719,Burlington,Colorado
719,Fairplay,Colorado
719,Lamar,Colorado
719,South Fork,Colorado
720,Boulder,Colorado
720,Denver,Colorado
720,Arvada,Colorado
720,Aurora,Colorado
720,Englewood,Colorado
720,Littleton,Colorado
720,Longmont,Colorado
724,Uniontown,Pennsylvania
724,New Castle,Pennsylvania
727,Clearwater,Florida
727,Saint Petersburg,Florida
731,Jackson,Tennessee
731,Union City,Tennessee
732,Asbury Park,New Jersey
732,New Brunswick,New Jersey
732,Neptune,New Jersey
732,Lakewood,New Jersey
732,New Brunswick,New Jersey
734,Ann Arbor,Michigan
734,Monroe,Michigan
740,Cambridge,Ohio
740,Lancaster,Ohio
740,Marietta,Ohio
740,Jackson,Ohio
740,Marion,Ohio
740,Zanesville,Ohio
754,Fort Lauderdale,Florida
754,Hollywood,Florida
754,Pompano Beach,Florida
757,Norfolk,Virginia
757,Portsmouth,Virginia
757,Newport News,Virginia
757,Virginia Beach,Virginia
758,,Saint Lucia
760,Bishop,California
760,Blythe,California
760,Death Valley,California
760,El Centro,California
760,Ridgecrest,California
760,Indio,California
760,Blythe,California
760,Palm Springs,California
763,Maple Grove,Minnesota
763,Brookylyn Park,Minnesota
763,Plymouth,Minnesota
765,Lafayette,Indiana
765,Richmond,Indiana
765,Marion,Indiana
765,Muncie,Indiana
765,Kokomo,Indiana
767,,Dominica
770,Cedartown,Georgia
770,Gainsville,Georgia
770,Roswell,Georgia
770,Marietta,Georgia
770,Griffin,Georgia
770,Norcross,Georgia
770,Lawrenceville,Georgia
770,Smyrna,Georgia
773,Chicago,Illinois
774,Worcester,Massachusetts
774,Attleboro,Massachusetts
774,Framingham,Massachusetts
774,Hyannis,Massachusetts
774,New Bedford,Massachusetts
774,Plymouth,Massachusetts
775,Reno,Nevada
775,Carson City,Nevada
775,Elko,Nevada
775,Pahrump,Nevada
775,Ely,Nevada
775,Tonopag,Nevada
778,Vancouver,British Columbia
780,Edmonton,Alberta
781,Saugus,Massachusetts
781,Lynn,Massachusetts
781,Weymouth,Massachusetts
781,Norwood,Massachusetts
784,Bequia,Saint Vincent and Grenadines
784,Mustique,Saint Vincent and Grenadines
784,Saint Vincent,Saint Vincent and Grenadines
785,Colby,Kansas
785,Salina,Kansas
785,Manhattan,Kansas
785,Topeka,Kansas
785,Lawrence,Kansas
786,Hialeah,Florida
786,Coral Gables,Florida
786,Miami,Florida
786,Miami Beach,Florida
786,Homestead,Florida
787,,Puerto Rico
801,Salt Lake City,Utah
801,Ogden,Utah
801,Provo,Utah
802,Burlington,Vermont
802,Newport,Vermont
802,Saint Johnsbury,Vermont
802,Montpelier,Vermont
802,White River Junction,Vermont
802,Rutland,Vermont
802,Brattleboro,Vermont
802,Bennington,Vermont
803,Columbia,South Carolina
803,Rock Hill,South Carolina
803,Sumter,South Carolina
803,Aiken,South Carolina
803,Winnsboro,South Carolina
804,Richmond,Virginia
805,San Luis Obispo,California
805,Lompoc,California
805,Santa Barbara,California
805,Thousand Oaks,California
805,Ventura,California
806,Amarillo,Texas
806,Lubbock,Texas
807,Thunder Bay,Ontario
808,Honolulu,Hawaii
809,,Dominican Republic
810,Flint,Michigan
810,Port Huron,Michigan
812,Bloomington,Indiana
812,Evansville,Indiana
812,Terra Haute,Indiana
812,New Albany,Indiana
813,Tampa,Florida
814,Altoona,Pennsylvania
814,State College,Pennsylvania
814,Erie,Pennsylvania
814,Warren,Pennsylvania
814,Johnstown,Pennsylvania
815,Rockford,Illinois
815,Freeport,Illinois
815,De Kalb,Illinois
815,La Salle,Illinois
815,Joliet,Illinois
816,Independence,Missouri
816,Kansas City,Missouri
816,Saint Joseph,Missouri
817,Fort Worth,Texas
817,Arlington,Texas
818,Burbank,California
818,Sherman Oaks,California
818,Canoga Park,California
818,Encino,California
818,San Fernando,California
818,Glendale,California
818,Van Nuys,California
819,Sherbrooke,Quebec
819,Hull,Quebec
819,Kuujjuaq,Quebec
819,Trois Rivieres,Quebec
828,Asheville,North Carolina
828,Morganton,North Carolina
828,Brewerd,North Carolina
830,Uvalde,Texas
830,Del Rio,Texas
830,New Braunfels,Texas
831,Monterey,California
831,Santa Cruz,California
831,Salinas,California
831,San Ardo,California
831,San Juan Bautista,California
831,Scotts Valley,California
831,Seaside,California
831,Soledad,California
831,Watsonville,California
832,Houston,Texas
832,Sugar Land,TX
843,Charleston,South Carolina
843,Florence,South Carolina
843,Hilton Head,South Carolina
843,Myrtle Beach,South Carolina
845,Poughkeepsie,New York
845,Middletown,New York
847,Arlington Heights,Illinois
847,Waukegan,Illinois
847,Des Plaines,Illinois
847,Palatine,Illinois
847,Elk Grove Village,Illinois
847,Northbrook,Illinois
847,Roselle,Illinois
850,Tallahassee,Florida
850,Panama City,Florida
850,Pensacola,Florida
850,Apalachicola,Florida
856,Vineland,New Jersey
856,Cherry Hill,New Jersey
856,Camden,New Jersey
857,Boston,Massachusetts
857,Cambridge,Massachusetts
857,Winchester,Massachusetts
857,Arlington,Massachusetts
858,Solana Beach,California
858,La Jolla,California
859,Lexington,Kentucky
859,Winchester,Kentucky
860,Bloomfield,Connecticut
860,Canaan,Connecticut
860,Terrington,Connecticut
860,Hartford,Connecticut
860,Norwich,Connecticut
860,Putnam District,Connecticut
860,New Britain,Connecticut
860,New London,Connecticut
860,Middletown,Connecticut
863,Avon Park,Florida
863,Bowling Green,Florida
863,Clewiston,Florida
863,Lakeland,Florida
863,Winter Haven,Florida
864,Anderson,South Carolina
864,Greenville,South Carolina
864,Spartanburg,South Carolina
865,Knoxville,Tennessee
867,Whitehorse,Yukon
867,Yellowknife,Northwest Territories
867,Inuvik,Northwest Territories
867,Iqaluit,Nunavut
868,,Trinidad and Tobago
869,,Saint Kitts and Nevis
870,Mountain Home,Arkansas
870,Jonesboro,Arkansas
870,Pine Bluff,Arkansas
870,Monticello,Arkansas
870,Texarkana,Arkansas
876,,Jamaica
878,New Castle,Pennsylvania
878,Uniontown,Pennsylvania
901,Memphis,Tennessee
902,,Prince Edward Island
902,Halifax,Nova Scotia
902,Charlottetown,Nova Scotia
903,Tyler,Texas
903,Sherman,Texas
903,Longview,Texas
903,Paris,Texas
903,Texarkana,Texas
904,Jacksonville,Florida
905,Hamilton,Ontario
905,Niagara Falls,Ontario
905,Unionville,Ontario
905,Woodbridge,Ontario
905,Hamilton,Ontario
905,Mississauga,Ontario
906,Escanaba,Michigan
906,Marquette,Michigan
906,Sault Sainte Marie,Michigan
906,Ironwood,Michgan
907,Juneau,Alaska
907,Fairbanks,Alaska
907,Nome,Alaska
907,Anchorage,Alaska
907,Kodiak,Alaska
907,Barrow,Alaska
908,Allentown,New Jersey
908,Washington,New Jersey
908,Elizabeth,New Jersey
908,Westfield,New Jersey
909,Pomona,California
909,Ontario,California
909,Riverside,California
909,San Bernardino,California
909,Temecula,California
909,Upland,California
910,Fayetteville,North Carolina
910,Jacksonville,North Carolina
910,Wilmington,North Carolina
912,Savannah,Georgia
912,Videlle,Georgia
912,Brunswick,Georgia
912,Waycross,Georgia
913,Kansas City,Kansas
913,Overland Park,Kansas
914,White Plains,New York
914,New Rochelle,New York
914,Newburgh,New York
914,Yonkers,New York
914,Ossining,New York
915,Abilene,Texas
915,El Paso,Texas
915,Alpine,Texas
915,Midland,Texas
915,San Angelo,Texas
916,Sacramento,California
916,Fair Oaks,California
917,New York City,New York
917,Manhattan,New York
917,Queens,New York
917,Brooklyn,New York
917,Bronx,New York
917,Staten Island,New York
918,Bartlesville,Oklahoma
918,Broken Arrow,Oklahoma
918,Muskogee,Oklahoma
918,Tulsa,Oklahoma
918,McAlester,Oklahoma
919,Durham,North Carolina
919,Raleigh,North Carolina
920,Green Bay,Wisconsin
920,Oshkosh,Wisconsin
920,Sheboygan,Wisconsin
925,Concord,California
925,Livermore,California
925,San Ramon,California
925,Walnut Creek,California
925,Pleasanton,California
928,Flagstaff,Arizona
928,Prescott,Arizona
928,Yuma,Arizona
928,Kingman,Arizona
931,Clarksville,Tennessee
931,Columbia,Tennessee
931,Manchester,Tennessee
931,Cookeville,Tennessee
936,Lufkin,Texas
936,Huntsville,Texas
937,Dayton,Ohio
937,Marysville,Ohio
937,Springfield,Ohio
937,Hillsboro,Ohio
937,Camden,Ohio
939,,Puerto Rico
940,Wichita Falls,Texas
940,Denton,Texas
941,Bradenton,Florida
941,Fort Myers,Florida
941,Naples,Florida
941,Port Charlotte,Florida
941,Sarasota,Florida
949,Irvine,California
949,Laguna Niguel,California
952,Bloomington,Minnesota
952,Minnetonka,Minnesota
952,Saint Louis Park,Minnesota
954,Fort Lauderdale,Florida
954,Hollywood,Florida
954,Pompano Beach,Florida
956,Laredo,Texas
956,McAllen,Texas
956,Brownsville,Texas
970,Aspen,Colorado
970,Durango,Colorado
970,Fort Collins,Colorado
970,Grand Junction,Colorado
970,Steamboat Springs,Colorado
970,Sterling,Colorado
970,Greeley,Colorado
970,Loveland,Colorado
970,Vail,Colorado
971,Portland,Oregon
971,Salem,Oregon
971,Hillsboro,Oregon
972,Dallas,Texas
972,Plano,Texas
973,Sussex,New Jersey
973,Paterson,New Jersey
973,Morristown,New Jersey
973,Newark,New Jersey
978,Fitchburg,Massachusetts
978,Methuen,Massachusetts
978,Peabody,Massachusetts
978,Lowell,Massachusetts
979,Wharton,Texas
979,Bryan/College Station,Texas
980,Charlotte,North Carolina
980,Kingstown,North Carolina
985,Houma,Louisiana
985,Hammond,Louisiana
985,Pointe ? la Hache,Louisiana
989,Alpena,Michigan
989,Bay City,Michigan
989,Mount Pleasant,Michigan
989,Saginaw,Michigan
